"n","member_id","member_name","current_DOIs","current_DOIs_abstracts","current_journal_articles","current_journal_articles_abstracts"
"5384","6890","Gesellschaft Schweizer Tierarztinnen und Tierarzte","132","0","132","0"
"5385","6892","International Journal of Educational Studies in Mathematics (IJESIM)","0","0",NA,NA
"5386","6895","Czech Academy of Agricultural Sciences","1898","0.952054798603058","1812","0.997240602970123"
"5387","6903","Magyar Biomechanikai Tarsasag","0","0",NA,NA
"5388","6904","Haemnet","41","0.853658556938171","41","0.853658556938171"
"5389","6907","Institute for Legal Study","124","0","124","0"
"5390","6908","Harrington Park Press","76","0",NA,NA
"5391","6909","Theological Forum","110","0","110","0"
"5392","6910","Sociedad Espanola de Patologia Digestiva (SEPD)","787","0","647","0"
"5393","6913","The Korean Association of Human Development","115","0","106","0"
"5394","6914","Canadian Public Health Association","352","0.0255681816488504","352","0.0255681816488504"
"5395","6915","Sogang Journal of Philosophy","89","0","89","0"
"5396","6919","Infotech","48","0","42","0"
"5397","6920","Robotics: Science and Systems Foundation","148","0",NA,NA
"5398","6921","Kniga Service Agency Ltd.","2710","0","2529","0"
"5399","6923","Wyzsza Szkola Logistyki (Poznan School of Logistics)","121","0","121","0"
"5400","6928","Turkish History Education Journal","12","0","12","0"
"5401","6930","The Korea Society of Aesthetics and Science of Art","69","0","69","0"
"5402","6931","Regio","94","0","94","0"
"5403","6932","Society for Social Studies of Science (4S)","74","1","74","1"
"5404","6933","Knowledge Ecology International","0","0",NA,NA
"5405","6934","Erzincan University Journal of Education Faculty","138","0","138","0"
"5406","6935","Turkish Journal of Field Crops","80","0","80","0"
"5407","6937","New Technologies Publishing House","824","0.109223298728466","824","0.109223298728466"
"5408","6938","Journal of Chitan and Chitosan","92","0","92","0"
"5409","6939","Academy Publication","1064","1","1064","1"
"5410","6940","IndorSoft, LLC","32","0","29","0"
"5411","6941","Instituto do Zootecnia","98","0.0204081628471613","90","0.0222222227603197"
"5412","6944","Intersections","91","0.670329689979553","91","0.670329689979553"
"5413","6945","Jurnal Rekayasa Elektrika (JRE)","81","0.234567895531654","81","0.234567895531654"
"5414","6946","Universitas Pendidikan Indonesia (UPI)","2743","0.784907042980194","2456","0.876628637313843"
"5415","6947","The Pharmaceutical Society of Korea","139","0","124","0"
"5416","6949","IJSS Group of Journals","0","0",NA,NA
"5417","6950","Faculty of Humanities and Social Sciences, University of Zagreb","240","0","129","0"
"5418","6951","Cogitatio","772","1","772","1"
"5419","6952","Center for International Forestry Research (CIFOR)","353","0",NA,NA
"5420","6953","Agrivita, Journal of Agricultural Science (AJAS)","183","0","174","0"
"5421","6956","Hungarian Agricultural Engineering","37","0","37","0"
"5422","6957","Guven Plus Grup Danismanlik, A.S.","652","0","608","0"
"5423","6959","Peertechz Publications Private Limited","1721","0","1520","0"
"5424","6960","Ivanovo State Power University (ISPU)","140","0.164285719394684","140","0.164285719394684"
"5425","6961","Sociedade Brasileira de Virologia","8","1","8","1"
"5426","6963","Associacao Portuguesa de Psicologia","43","0.930232584476471","43","0.930232584476471"
"5427","6964","Russian Law Journal","95","0.34736841917038","83","0.39759036898613"
"5428","6965","The East Asian Society of Dietary Life","147","0","147","0"
"5429","6966","ANPOCS","24","0","22","0"
"5430","6967","The Journal of Engineering and Fundamentals","0","0",NA,NA
"5431","6968","Boletim Amazonico de Geografia","0","0",NA,NA
"5432","6970","Asia Pacific Association for Gambling Studies","0","0",NA,NA
"5433","6971","Medical Journal of Suleyman Demirel University","212","0","212","0"
"5434","6972","Academy of Medical and Health Research","0","0",NA,NA
"5435","6973","The Korean Association for Play Therapy","59","0","59","0"
"5436","6974","Subsea Diving Contractor di Stefano Di Cagno","0","0",NA,NA
"5437","6975","Institute of Mathematical Problems of Biology of RAS (IMPB RAS)","219","0.452054798603058","109","0.908256888389587"
"5438","6976","Botanical Garden - Institute of the Far Eastern Branch of the RAS","110","0","102","0"
"5439","6981","Wacana Journal of the Humanities of Indonesia","160","0.400000005960464","160","0.400000005960464"
"5440","6983","ABRACICON: Academia Brasileira de Ciencias Contabeis","83","0.25301206111908","72","0.291666656732559"
"5441","6988","Active Aging Research Center","21","0","21","0"
"5442","6989","Innovative Pedagogical Technologies LLC","0","0",NA,NA
"5443","6990","People and Global Business Association","75","0","66","0"
"5444","6991","Czestochowa University of Technology","773","0","731","0"
"5445","6992","Saglik Bilimleri ve Meslekleri Dergisi","0","0",NA,NA
"5446","6993","KOME Journal","44","0","44","0"
"5447","6994","JScholar","295","0","262","0"
"5448","6995","Publishing House ABV Press","1292","0.398606806993484","1173","0.439045190811157"
"5449","6996","Dergi Karadeniz","171","0","171","0"
"5450","6997","Indonesian Journal of International Law","25","0","25","0"
"5451","6999","Kastamonu University Journal of Forestry Faculty","130","0","130","0"
"5452","7000","Iskolakultura","0","0",NA,NA
"5453","7001","Korean Neurological Association","261","0","261","0"
"5454","7002","Geological Society of India","0","0",NA,NA
"5455","7003","Emergent Publications","0","0",NA,NA
"5456","7004","Erciyes Iletisim Dergisi","200","0","200","0"
"5457","7005","ResearchersLinks Ltd","1943","0","1941","0"
"5458","7006","Korean Insurance Academic Society","49","0","49","0"
"5459","7007","Sanat Tasarim Dergisi","0","0",NA,NA
"5460","7008","Pushpa Publishing House","2356","0","2356","0"
"5461","7009","Amasya Universitesi Egitim Fakultesi Dergisi","0","0",NA,NA
"5462","7010","Canakkale Arastirmalari Turk Yilligi","64","0","64","0"
"5463","7011","Ufa State Academy of Arts","222","0","211","0"
"5464","7012","ESRSA Publications Pvt. Ltd.","1210","0","1210","0"
"5465","7014","Florence Nightingale Journal of Nursing","31","0","31","0"
"5466","7015","L&H Scientific Publishing, LLC","383","0","383","0"
"5467","7017","Korean Society of Stress Medicine","122","0","122","0"
"5468","7018","Turkish Online Journal of Qualitative Inquiry","53","0","53","0"
"5469","7019","Ore and Metals Publishing House","1303","0","1303","0"
"5470","7020","Kitaibelia","66","0","66","0"
"5471","7021","Journal of Social Studies Education Research","11","0","11","0"
"5472","7022","Universidad de Jaen","682","0.750733137130737","626","0.817891359329224"
"5473","7023","Cadernos Ibero-Americanos de Direito Sanitario","149","0.86577183008194","139","0.928057551383972"
"5474","7024","Euroasian Scientific and Industrial Chamber, Ltd.","2277","0","1967","0"
"5475","7026","Escola de Enfoermagem Aurora de Afonso Costa","87","0.839080452919006","80","0.912500023841858"
"5476","7028","Uniwersytet Przyrodniczy w Poznaniu (Poznan University of Life Sciences)","441","0.176870748400688","441","0.176870748400688"
"5477","7032","Vulkan-Verlag GmbH","108","0.962962985038757","108","0.962962985038757"
"5478","7033","Cerceau","3","0",NA,NA
"5479","7034","Polskie Naukowo-Techniczne Towarzystwo Eksploatacyjne","231","0","220","0"
"5480","7035","Korean Society of Acute Care Surgery","58","0","58","0"
"5481","7036","Faculty of Food Technology Osijek","82","0.219512194395065","82","0.219512194395065"
"5482","7037","Conselho Brasileiro de Oftalmologia","91","0","91","0"
"5483","7038","International Society for Horticultural Science (ISHS)","5703","0","5703","0"
"5484","7040","Indian Society for Education and Environment","2448","0","2448","0"
"5485","7041","Journal of Academic Inquiries","69","0","69","0"
"5486","7042","Revista Geoamazonia","0","0",NA,NA
"5487","7043","UC Berkeley Law Library","0","0",NA,NA
"5488","7045","RFC Editor","614","0",NA,NA
"5489","7049","Korean Society of Water Science and Technology","122","0","122","0"
"5490","7051","Escola Superior de Educacao de Paula Frassinetti","65","0","61","0"
"5491","7053","Universidade Tiradentes","332","0","305","0"
"5492","7054","International Network for Social Network Analysts","0","0",NA,NA
"5493","7056","Artvin Coruh Universitesi Orman Fakultesi Dergisi","79","0","79","0"
"5494","7057","Uludag University Journal of the Faculty of Engineering","263","0","263","0"
"5495","7058","Escola Bahiana de Medicina e Saude Publica","623","0.768860340118408","575","0.833043456077576"
"5496","7060","Ormancilik Arastirma Dergisi","50","0","50","0"
"5497","7061","University of Lincoln, School of Film and Media and Changer Agency","56","0","52","0"
"5498","7063","Revista GESTA","0","0",NA,NA
"5499","7064","Revista do Instituto Historico e Geografico do Para","0","0",NA,NA
"5500","7065","Korean Society for Metabolic and Bariatric Surgery","20","0","20","0"
"5501","7066","Optimum Journal of Economics and Management Sciences","47","0","47","0"
"5502","7067","Kahramanmaras Sutcu Imam Universitesi Tip Fakultesi Dergisi","86","0","86","0"
"5503","7068","Faculty of Administration, University of Ljubljana","62","0.887096762657166","55","1"
"5504","7069","P2M Invest","68","0","68","0"
"5505","7070","MIM Research Group","84","0","84","0"
"5506","7071","EJOVOC","0","0",NA,NA
"5507","7072","Slovenian Chemical Society","313","0","312","0"
"5508","7073","Canadian Association of Schools of Nursing","48","0","48","0"
"5509","7074","Voronezh State University","857","0.998833119869232","857","0.998833119869232"
"5510","7075","ScienceScript, LLC","0","0",NA,NA
"5511","7077","Bitlis Eren University Journal of Science and Technology","45","0","45","0"
"5512","7078","ZappyLab, Inc.","6239","0",NA,NA
"5513","7080","LLC OVS","77","0.857142865657806","66","1"
"5514","7081","Lundh Research Foundation","25","0.159999996423721","23","0.173913046717644"
"5515","7082","YEDI: Journal of Art, Design and Science","47","0","47","0"
"5516","7083","Tambov State Technical University","594","0","594","0"
"5517","7084","Government Innovation and Productivity Institute","0","0",NA,NA
"5518","7085","The Apicultural Society of Korea","102","0","102","0"
"5519","7086","The Korean Ophthalmological Society","0","0",NA,NA
"5520","7087","Hacettepe Journal of Sport Sciences","60","0","60","0"
"5521","7088","Tomsk State University","5260","0","4371","0"
"5522","7089","Inonu University Journal of the Faculty of Education","202","0","202","0"
"5523","7090","Samara State University of Architecture and Civil Engineering","295","0","280","0"
"5524","7091","Verlag Barbara Budrich GmbH","1925","0.211948052048683","1630","0.250306755304337"
"5525","7094","International Association of Near-Death Studies","2","0","2","0"
"5526","7096","Methaodos.revista de ciencias sociales","92","0","86","0"
"5527","7098","Magyar Pedagogia","32","0","32","0"
"5528","7102","Mechanical Engineering Faculty in Slavonski Brod","876","0","855","0"
"5529","7105","Paul Mellon Centre for Studies in British Art","108","0","97","0"
"5530","7106","Faculdade de Enfermagem Nova Esperanca","71","0.140845075249672","70","0.142857149243355"
"5531","7107","Iskolakultura-konyvek","1","0",NA,NA
"5532","7108","Uni-FACEF Centro Universitario de Franca","0","0",NA,NA
"5533","7109","The International Child Neurology Association (ICNA)","0","0",NA,NA
"5534","7110","Turkish Online Journal of Distance Education","153","0","153","0"
"5535","7112","Institute of Polish Language","145","0","140","0"
"5536","7113","The Classical Studies Foundation","142","0","142","0"
"5537","7115","Asian Scientific Publishers","0","0",NA,NA
"5538","7116","The International Promotion Agency of Culture Technology","20","0","20","0"
"5539","7117","Croatian Society of Art Historians","42","0","42","0"
"5540","7119","Penza Psychological Newsletter","52","0","52","0"
"5541","7120","Journal of Case Reports","228","0","228","0"
"5542","7124","Journal Sovremennye Tehnologii v Medicine","245","0","245","0"
"5543","7125","Botanikai Kozlemenyek","31","0","31","0"
"5544","7126","Entomological Society of Israel","0","0",NA,NA
"5545","7127","Science and Education, Ltd.","0","0",NA,NA
"5546","7129","Karsztfejlodes","0","0",NA,NA
"5547","7130","Global Business Publications","0","0",NA,NA
"5548","7133","Yunus Arastirma Bulteni","6","0","6","0"
"5549","7134","Laboratorio de Anatomia Comparada dos Vertebrados","0","0",NA,NA
"5550","7135","The Society of Adhesion and Interface, Korea","5","0","5","0"
"5551","7136","QUASAR, LLC","167","0.455089807510376","152","0.5"
"5552","7137","Journal of Agricultural Informatics","49","0","43","0"
"5553","7138","The Finnish Society of Photogrammetry and Remote Sensing","3","0","3","0"
"5554","7139","EIA Energy in Agriculture","156","0.897435903549194","146","0.958904087543488"
"5555","7148","Audio Engineering Society","195","0","178","0"
"5556","7149","Mineralogical Society","515","0.739805817604065","475","0.802105247974396"
"5557","7151","Institute of Archaeology and Ethnography SB RAS","451","0.219512194395065","432","0.22916667163372"
"5558","7152","Future Energy Service and Publishing","60","0","51","0"
"5559","7154","Magyar Vizivad Kozlemenyek","12","0","12","0"
"5560","7155","Raizes e Amidos Tropicais/Tropical Roots and Starches","0","0",NA,NA
"5561","7156","Sociedade Brasileira de Dermatologia","0","0",NA,NA
"5562","7157","Austrian Geological Society (OGG)","33","0.424242436885834","33","0.424242436885834"
"5563","7158","Editorial Board of Journal Radioelectronics, Nanosystems, Information Technology RENSIT","94","0","90","0"
"5564","7159","Panorama of Brazilian Law","326","0.861963212490082","317","0.886435329914093"
"5565","7161","Kazan Medical Journal","0","0",NA,NA
"5566","7162","Modern Studies in English","69","0","69","0"
"5567","7163","International Academy Publishing (IAP)","730","0","730","0"
"5568","7165","Diacronia","159","0","159","0"
"5569","7166","Eurasian Academy of Sciences","0","0",NA,NA
"5570","7167","Daegu Historical Association","67","0","67","0"
"5571","7168","Ess & Ess Research Publications","32","0","32","0"
"5572","7170","Centro Universitario de Maringa","598","0.993311047554016","598","0.993311047554016"
"5573","7171","Journal of Security Strategies","36","0","36","0"
"5574","7172","Auricle Technologies, Pvt., Ltd.","2","1","2","1"
"5575","7175","The Korean Society for the Gifted and Talented","0","0",NA,NA
"5576","7176","The Society for Hyo-won Historical Studies","59","0","59","0"
"5577","7178","Croatian Operational Research Society","82","0","81","0"
"5578","7179","Institute of Business Management and Rural Development","20","0","20","0"
"5579","7180","United States Sports Academy","0","0",NA,NA
"5580","7181","Cumhuriyet University Sciences Journal","308","0","308","0"
"5581","7182","Harvard Education Publishing Group","81","0.0740740746259689","81","0.0740740746259689"
"5582","7183","Indonesian Food Technologists","117","0.547008574008942","110","0.581818163394928"
"5583","7184","Institute of Engineering Science, Ural Branch RAS","117","0","104","0"
"5584","7186","Global Science Publishing Group","11","0","8","0"
"5585","7187","Catholic Theological Union","0","0",NA,NA
"5586","7188","Institute of Latin American Studies","81","0","81","0"
"5587","7189","Korean Academy of Oral and Maxillofacial Pathology","95","0","80","0"
"5588","7191","Russian State Vocational Pedagogical University","277","0.314079433679581","244","0.356557369232178"
"5589","7192","Marmara Iletisim Dergisi","0","0",NA,NA
"5590","7193","S/N Korean Humanities","50","0","44","0"
"5591","7194","Neurosciences","131","0","131","0"
"5592","7196","Global Partnership on Development of Scientific Cooperation, LLC","0","0",NA,NA
"5593","7199","Yalova Journal of Social Sciences","37","0","37","0"
"5594","7200","Revista aSEPHallus de Orientacao Lacaniana","49","0","46","0"
"5595","7202","Universitat Rovira I Virgili","753","0.434262961149216","660","0.495454549789429"
"5596","7204","Russian State Social University","487","0","462","0"
"5597","7206","Language and Cognitive Science","5","0","5","0"
"5598","7207","Korea Logistics Research Association","198","0","182","0"
"5599","7208","Institute of Russian Studies","15","0","15","0"
"5600","7209","Electronic Journal of Social Sciences","349","0","349","0"
"5601","7211","Center for World Mission","111","0","111","0"
"5602","7212","Seokdong Academy","91","0","91","0"
"5603","7213","The NCHERM Group, LLC","0","0",NA,NA
"5604","7214","Korean Securities Law Association","46","0","46","0"
"5605","7215","Pamukkale University Journal of Divinity Faculty","26","0","26","0"
"5606","7216","Society for Applied Anthropology","213","0.0328638479113579","213","0.0328638479113579"
"5607","7218","Cesuca - Centro Ensino Superior de Cachoeirinha","0","0",NA,NA
"5608","7221","Journal of Black Sea Studies","0","0",NA,NA
"5609","7222","Institute of Korean Studies","103","0","103","0"
"5610","7223","Pyatigorsk State University","28","0","23","0"
"5611","7224","Uniwersytet Humanistyczno-Przyrodniczy im. Jana Dlugosza w Czestochowie","748","0","718","0"
"5612","7225","Academicus Journal","70","0","70","0"
"5613","7226","Pro Ciencia Periodicos Cientificos","131","0","131","0"
"5614","7228","Techmind Research Society","279","0","241","0"
"5615","7229","Archives Medical Review Journal","65","0","65","0"
"5616","7230","Yerbilimleri","17","0","17","0"
"5617","7232","Moscow University for the Humanities","586","1","586","1"
"5618","7234","Jangjeon Mathematical Society","0","0",NA,NA
"5619","7235","Preschool Teacher Training College, Vrsac, Serbia","52","0.15384615957737","52","0.15384615957737"
"5620","7238","Sarada Ranganathan Endowment for Library Science","117","0","117","0"
"5621","7239","Universal Researchers","1175","0",NA,NA
"5622","7240","United Scientific Group","234","0","234","0"
"5623","7242","Humanities Perspectives Limited","248","0","226","0"
"5624","7243","Society of American Archivists","110","0","110","0"
"5625","7245","Editora e Distribuidora Educacional","968","0.945247948169708","915","1"
"5626","7246","EBA Conferences Limited","0","0",NA,NA
"5627","7247","Research Institute for Life and Culture Sogang University","65","0","59","0"
"5628","7248","SIMP Redakcja Mechanik - Agenda Wydawnicza SIMP","530","0.0188679248094559","530","0.0188679248094559"
"5629","7249","International Association of Yoga Therapists","67","0.0597014911472797","67","0.0597014911472797"
"5630","7250","International Society of Offshore and Polar Engineers","147","0","147","0"
"5631","7251","Felsefelogos","5","0","5","0"
"5632","7252","The Research Center for Korea Youth Culture","70","0","70","0"
"5633","7253","E-CONOM","25","0","25","0"
"5634","7254","The Family in America","0","0",NA,NA
"5635","7255","Mersin University Journal of the Faculty of Education","178","0","178","0"
"5636","7257","Taras Shevchenko National University of Kyiv","1828","0.530634582042694","1705","0.568914949893951"
"5637","7258","Szent Istvan Egyetem","0","0",NA,NA
"5638","7261","Cukurova Medical Journal","686","0","686","0"
"5639","7262","Journal Agriculture and Forestry","222","0","222","0"
"5640","7263","Journal of Military and Information Science","1","0","1","0"
"5641","7264","Amazonia, Organizacoes e Sustentabilidade","0","0",NA,NA
"5642","7265","Faculty of Entrepreneurship and Business, Universiti Malaysia Kelantan","33","0","28","0"
"5643","7268","AEQUA & SEG","26","0","26","0"
"5644","7270","Osmanli Mirasi Arastirmalari Dergisi","71","0","71","0"
"5645","7271","Indian Society for Surface Science and Technology","0","0",NA,NA
"5646","7273","The Geological Society of Finland","32","0","31","0"
"5647","7276","Faculdade de Letras da UFMG","1287","0.788655817508698","1287","0.788655817508698"
"5648","7279","Korean Society for Neurotherapy","0","0",NA,NA
"5649","7282","Fondazione per la Flora italiana","0","0",NA,NA
"5650","7283","Considering Disability Journal","0","0",NA,NA
"5651","7284","ECO-Vector LLC","2310","0.924242436885834","2219","0.962145090103149"
"5652","7287","Faculty of Mining, Geology and Petroleum Engineering","91","0","81","0"
"5653","7290","Korean Society of Radiological Science","193","0","179","0"
"5654","7291","China Research Center","46","0","46","0"
"5655","7293","Jurnal of Continuing Medical Education","61","0","61","0"
"5656","7294","History of the Earth Sciences Society","66","0","66","0"
"5657","7296","The Japanese Society for Quality Control","29","0","29","0"
"5658","7297","The Medical Journal of Mustafa Kemal University","70","0","70","0"
"5659","7299","Endoscopy Gastrointestinal","66","0","66","0"
"5660","7302","Army Military History Institute","0","0",NA,NA
"5661","7303","Research Institute of Korean Studies","160","0","160","0"
"5662","7304","Korea Association of Law and Politics","133","0","133","0"
"5663","7305","Education Technology Theory and Practice","68","0","68","0"
"5664","7306","Turkish Journal of Academic Gastroenterology","68","0","68","0"
"5665","7308","The Korean Society of Blood Transfusion","80","0","80","0"
"5666","7309","European Agrophysical Institut","0","0",NA,NA
"5667","7310","Journal of Experimental Biology and Agricultural Sciences","307","0","307","0"
"5668","7311","Korean Society for Medical Mycology","77","0.155844151973724","77","0.155844151973724"
"5669","7312","W.E. Upjohn Institute for Employment Research","172","0","24","0"
"5670","7314","Bowen Publishing Company","18","0","18","0"
"5671","7317","CBCD Colegio Brasileiro de Cirugia Digestiva","0","0",NA,NA
"5672","7319","Evolve Publishing","0","0",NA,NA
"5673","7320","International Cardiovascular Forum Journal","146","0.979452073574066","146","0.979452073574066"
"5674","7321","Austrian Statistical Society","72","1","72","1"
"5675","7322","Siberian Federal University","1096","0.0921532809734344","1096","0.0921532809734344"
"5676","7323","Kyung Hee University Management Research Institute","0","0",NA,NA
"5677","7324","American Academy of Insurance Medicine","45","0.155555561184883","45","0.155555561184883"
"5678","7326","Geological Society of Norway","62","0","62","0"
"5679","7327","Korean Society for Environmental Education","0","0",NA,NA
"5680","7328","Korean Liver Cancer Association","72","0","72","0"
"5681","7329","Aletheia - Associacao Cientifica e Cultural","274","0.0948905125260353","222","0.117117114365101"
"5682","7331","Indonesian Society Fisheries Product Processing","155","1","155","1"
"5683","7332","Penerbit Universiti Kebangsaan Malaysia (UKM Press)","2763","0","2594","0"
"5684","7333","Scientia Primar","7","0","6","0"
"5685","7337","KSU Journal of Agriculture and Nature","426","0","426","0"
"5686","7338","International Journal of Academic Research in Education","13","0","13","0"
"5687","7339","Friends Science Publishers","256","0","255","0"
"5688","7340","Cancer Research Frontiers","25","0","23","0"
"5689","7341","The Institute for Northeast Asia Research","47","0","47","0"
"5690","7342","Tobacco Regulatory Science Group","150","0","150","0"
"5691","7344","MedStudy","0","0",NA,NA
"5692","7345","Academic and Educational Forum on International Relations","155","0","145","0"
"5693","7347","The Study of History Education","74","0","74","0"
"5694","7351","Journal of Computer and Education Research","0","0",NA,NA
"5695","7353","Non Profit Partnership Polis (Political Studies)","227","0.317180603742599","210","0.342857152223587"
"5696","7355","Aufklarung Journal of Philosophy","116","0","115","0"
"5697","7357","Kyoto University","0","0",NA,NA
"5698","7358","Akdeniz Medical Journal","205","0","202","0"
"5699","7359","Alexander Graham Bell Association for the Deaf and Hard of Hearing","17","0","14","0"
"5700","7360","Universidade Estadual Paulista - Campus de Tupa","118","0","107","0"
"5701","7363","Korean Association for Political Economy","0","0",NA,NA
"5702","7364","The Japanese Society of Nuclear Cardiology","108","0","108","0"
"5703","7365","Faculdades Catolicas","623","0","567","0"
"5704","7367","Initia Via Editora Ltda","166","0",NA,NA
"5705","7369","CSurgeries","91","0","91","0"
"5706","7370","Badan Litbang SDM Kementerian Komunikasi dan Informatika","109","0.752293586730957","107","0.766355156898499"
"5707","7371","Orthopaedic Section, APTA, Inc.","11","0",NA,NA
"5708","7372","University of Dubrovnik","119","0","109","0"
"5709","7374","ASICE","21","0.666666686534882","17","0.823529422283173"
"5710","7375","Instituto de Investigaciones en Ciencias de la Salud","785","0","712","0"
"5711","7377","Russian Ilizarov Scientific Centre Restorative Traumatology and Orthopaedics","207","0","196","0"
"5712","7381","Journal of Istanbul Faculty of Medicine","0","0",NA,NA
"5713","7383","Indonesian Economist Association","24","1","24","1"
"5714","7386","Socio.hu","76","0","76","0"
"5715","7387","MM Publishing, s.r.o.","265","0","252","0"
"5716","7388","UCLA American Indian Studies Center","60","0.100000001490116","60","0.100000001490116"
"5717","7389","The Korean Academic Association of Business Administration","295","0","262","0"
"5718","7390","Constantine the Philosopher University in Nitra","320","0","313","0"
"5719","7394","ABC Journals","150","0","123","0"
"5720","7395","El Mednifico Journal","0","0",NA,NA
"5721","7397","Korean Ancient Historical Society","66","0","56","0"
"5722","7398","Celal Bayar University Journal of Social Sciences","103","0","103","0"
"5723","7399","Revista de Gestao, Financas e Contabilidade","15","0","15","0"
"5724","7400","International Journal of Language Academy","0","0",NA,NA
"5725","7401","Anadolu Universitesi Egitim Bilimleri Enstitusu Dergisi","52","0","52","0"
"5726","7402","Northeastern University Libraries","2","0",NA,NA
"5727","7403","Anadolu Universitesi Sosyal Bilimler Dergisi","168","0","168","0"
"5728","7406","Fond Oncoprogress","121","0.314049601554871","116","0.327586203813553"
"5729","7407","Kafkas University Journal of Economics and Administrative Sciences","0","0",NA,NA
"5730","7408","Imaginations: Journal of Cross-Cultural Image Studies","70","0","64","0"
"5731","7411","Ideggyogyaszati Szemle Journal","146","0","146","0"
"5732","7412","The Ohio State University Libraries","702","0.628205120563507","619","0.71243941783905"
"5733","7413","UNIVAP Universidade de Vale do Paraiba","745","0.987919449806213","739","0.995940446853638"
"5734","7419","American Studies Institute","27","0","27","0"
"5735","7420","Associacao Convergir Sustentavel","329","0",NA,NA
"5736","7423","Firat Universitesi Sosyal Bilimler Dergisi","124","0","124","0"
"5737","7424","Korea Intelligent Information Systems Society","0","0",NA,NA
"5738","7426","Selcuk Iletisim","111","0","111","0"
"5739","7427","French Sciences Publishing Group","17","0","17","0"
"5740","7428","International Journal of Economics and Administrative Studies","364","0","364","0"
"5741","7429","International Solar Energy Society (ISES)","468","0",NA,NA
"5742","7430","SMS Institute of Technology","51","1","51","1"
"5743","7431","Scientific and Practical Reviewed Journal Pulmonology","226","0.300884962081909","210","0.323809534311295"
"5744","7433","Forensicwayout","16","1","16","1"
"5745","7435","Modern English Society","127","0","122","0"
"5746","7436","Theory, Methodology, Practice","27","0","27","0"
"5747","7437","IOS Press","16231","0","16231","0"
"5748","7439","Laeknabladid/The Icelandic Medical Journal","178","0","146","0"
"5749","7440","Buryat State University","807","0","758","0"
"5750","7442","APO Society of Specialists in Heart Failure","563","0.341030210256577","563","0.341030210256577"
"5751","7444","Journal of Contemporary Medicine and Dentistry","0","0",NA,NA
"5752","7446","SciPress Ltd","470","0.810638308525085","381","1"
"5753","7447","University of Leon","499","0.769539058208466","463","0.8293736577034"
"5754","7449","Institute of Global Affairs","76","0","76","0"
"5755","7451","Corporation Universidad de la Costa, CUC","373","0.214477211236954","354","0.225988700985909"
"5756","7452","Zaporozhye State Medical University","708","0","708","0"
"5757","7453","The Korean Linguistic Society","0","0",NA,NA
"5758","7454","The Society for History of Education","24","0","24","0"
"5759","7457","Institute for EU Studies","8","0","8","0"
"5760","7458","Faculty of Agrobiotechnical Sciences Osijek","60","0.216666668653488","54","0.240740746259689"
"5761","7459","Universa Medicina","147","0.904761910438538","133","1"
"5762","7460","Centro de Estudios Politicos y Constitucionales","491","0","490","0"
"5763","7461","Universidad Icesi","370","0.735135138034821","343","0.793002903461456"
"5764","7462","University of Rijeka, Faculty of Economics","55","0","51","0"
"5765","7463","State University of Malang (UM)","1088","0.0137867648154497","1088","0.0137867648154497"
"5766","7465","Whioce Publishing Pte Ltd","480","0.927083313465118","451","0.986696243286133"
"5767","7467","Sociedad Espanola de Patologia Dual (SEPD)","18","0","12","0"
"5768","7468","ANGRAD","64","1","64","1"
"5769","7469","Association of Test Publishers (ATP)","0","0",NA,NA
"5770","7470","Religious Studies","57","0","57","0"
"5771","7471","The Center for Asia and Diaspora","41","0","41","0"
"5772","7472","Medinform LTD","96","0","90","0"
"5773","7473","Universidad de la Rioja","358","0.902234613895416","340","0.949999988079071"
"5774","7475","Associacao Sergipana de Ciencia","253","0.909090936183929","253","0.909090936183929"
"5775","7477","IESUR/FAAr","27","0.888888895511627","24","1"
"5776","7478","Council for Children with Behavioral Disorders","0","0",NA,NA
"5777","7480","Universidade Federal de Pelotas","1380","0.811594188213348","1236","0.906148850917816"
"5778","7482","Iowa Academy of Science","5","0.400000005960464","5","0.400000005960464"
"5779","7483","Knowledge Enterprise Journals","451","0.0909090936183929","385","0.106493502855301"
"5780","7485","Institute of Low Temperature Energy Technology","22","0","22","0"
"5781","7486","American Academy of Dental Sleep Medicine","60","0","60","0"
"5782","7487","Turbomachinery Laboratory","0","0",NA,NA
"5783","7488","Korea Distribution Association","41","0","41","0"
"5784","7490","Revista Scientia Agraria Paranaensis (SAP)","0","0",NA,NA
"5785","7491","Esmon Publicidad, SA","344","0","344","0"
"5786","7493","Cadernos Cenpec","0","0",NA,NA
"5787","7494","Hong Kong Institute of Steel Construction","287","0",NA,NA
"5788","7496","Publishing House Science","158","0.348101258277893","146","0.376712322235107"
"5789","7497","St. Petersburg State University","0","0",NA,NA
"5790","7498","International Society for Simulation Surgery","0","0",NA,NA
"5791","7501","Erzincan Universitesi Fen Bilimleri Ensitusu Dergisi","159","0","159","0"
"5792","7502","Journal of Gifted Education and Creativity","0","0",NA,NA
"5793","7503","Babasaheb Bhimrao Ambedkar University","21","0.952380955219269","21","0.952380955219269"
"5794","7504","World Tourism Organization (UNWTO)","196","0","11","0"
"5795","7505","Journal of Thermal Engineering","170","0","170","0"
"5796","7506","The Legal Studies Institute of Chosun University","102","0","94","0"
"5797","7507","North Carolina Institute of Medicine","288","0","288","0"
"5798","7508","Universitas Muhammadiyah Yogyakarta","910","0","808","0"
"5799","7510","Fundacao Carlos Chagas","92","1","92","1"
